site_id,timestamp_utc,tech,ba_code,horizon_h,ghi_wm2,temp_c,cloud_pct,wind_ms_80,y_physics_mw,q10_mw,q50_mw,q90_mw,capacity_mw,capacity_factor,demand_forecast_mw,demand_mw,res10_mw,res50_mw,res90_mw
CA_SOLAR_STAR,2026-09-13 01:00:00+00:00,solar,CISO,10,225.89364209645564,30.0,0.0,9.558730491865154,159.45051204296,115.05952965664616,129.3452264795044,157.13048709401485,579.0,0.22339417353973123,20906.44373666695,21872.344624303856,-44.39098238631385,-30.105285563455624,-2.3200249489451608
CA_SOLAR_STAR,2026-09-13 02:00:00+00:00,solar,CISO,11,0.0,27.8,0.0,9.15484047108212,0.0,0.0,0.0,0.0,579.0,0.0,20346.582219782224,19950.69868427704,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 03:00:00+00:00,solar,CISO,12,0.0,26.1,0.0,7.404650381022303,0.0,0.0,0.0,0.0,579.0,0.0,20382.30439338924,19494.05057384371,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 04:00:00+00:00,solar,CISO,13,0.0,24.7,0.0,4.8466802493964165,0.0,0.0,0.0,0.0,579.0,0.0,17957.49856452494,19022.540656962832,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 05:00:00+00:00,solar,CISO,14,0.0,23.3,0.0,4.308160221685704,0.0,0.0,0.0,0.0,579.0,0.0,19500.74804045725,19709.433979620426,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 06:00:00+00:00,solar,CISO,15,0.0,22.2,0.0,4.308160221685704,0.0,0.0,0.0,0.0,579.0,0.0,21527.87369206024,22561.70963088378,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 07:00:00+00:00,solar,CISO,16,0.0,21.6,0.0,4.712050242468738,0.0,0.0,0.0,0.0,579.0,0.0,25376.65691612543,25161.72810728019,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 08:00:00+00:00,solar,CISO,17,0.0,21.4,0.0,5.3852002771071295,0.0,0.0,0.0,0.0,579.0,0.0,27316.317062057296,25941.344612259934,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 09:00:00+00:00,solar,CISO,18,0.0,21.5,0.0,6.462240332528555,0.0,0.0,0.0,0.0,579.0,0.0,28032.064977867358,26178.02076648388,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 10:00:00+00:00,solar,CISO,19,0.0,20.6,0.0,7.135390367166946,0.0,0.0,0.0,0.0,579.0,0.0,24909.018925029784,26562.08379398033,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 11:00:00+00:00,solar,CISO,20,0.0,19.3,0.0,7.53928038794998,0.0,0.0,0.0,0.0,579.0,0.0,25125.39256891821,25641.37956799596,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 12:00:00+00:00,solar,CISO,21,0.0,18.3,0.0,7.943170408733017,0.0,0.0,0.0,0.0,579.0,0.0,25927.605224288654,25304.50510996379,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 13:00:00+00:00,solar,CISO,22,0.0,17.7,0.0,7.943170408733017,0.0,0.0,0.0,0.0,579.0,0.0,28082.29849478698,26611.2790707332,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-13 14:00:00+00:00,solar,CISO,23,78.585662892647,17.6,0.0,8.077800415660693,46.19715280011913,23.052566750705495,25.249855788798815,50.73695273683744,579.0,0.043609422778581715,27190.557005718376,26795.52735872923,-23.144586049413633,-20.947297011320313,4.53979993671831
CA_SOLAR_STAR,2026-09-13 15:00:00+00:00,solar,CISO,24,300.7747016004635,19.9,0.0,7.53928038794998,226.5489797957763,194.76253286676538,210.47765472504662,226.24742140739878,579.0,0.3635192655009441,27076.787449274616,27802.86824814837,-31.786446929010907,-16.07132507072967,-0.30155838837751503
CA_SOLAR_STAR,2026-09-13 16:00:00+00:00,solar,CISO,25,505.0637091694325,23.5,0.0,7.943170408733017,375.8373211209341,352.37673741407286,353.91033246200936,375.90038411789914,579.0,0.6112440975164237,30613.255950389463,30298.167046408333,-23.460583706861257,-21.926988658924756,0.06306299696501583
CA_SOLAR_STAR,2026-09-13 17:00:00+00:00,solar,CISO,26,677.5115586064735,26.5,0.0,7.808540401805337,489.8053827067213,477.0682662515306,480.7951538662024,500.91305766940997,579.0,0.8303888667810059,31310.88349799863,31329.10676326333,-12.737116455190687,-9.010228840518892,11.10767496268869
CA_SOLAR_STAR,2026-09-13 18:00:00+00:00,solar,CISO,27,806.3476646978892,28.9,0.0,8.34706042951605,567.3430792837289,522.8514734224889,534.7410343592952,575.8404119257583,579.0,0.9235596448347068,30373.67872945056,30591.82676036714,-44.49160586124003,-32.6020449244337,8.497332642029392
CA_SOLAR_STAR,2026-09-13 19:00:00+00:00,solar,CISO,28,882.7746202618847,30.4,0.0,9.2894704780098,579.0,530.5862502283713,543.0846047380085,579.0,579.0,0.9379699563696173,28946.85563963726,29710.611121242968,-48.41374977162866,-35.915395261991534,0.0
CA_SOLAR_STAR,2026-09-13 20:00:00+00:00,solar,CISO,29,901.5681386855244,31.2,0.0,9.82799050572051,579.0,526.3912431517662,540.3953500668614,579.0,579.0,0.9333253023607277,29735.912211600305,29338.2587690263,-52.60875684823384,-38.6046499331386,0.0
CA_SOLAR_STAR,2026-09-13 21:00:00+00:00,solar,CISO,30,861.4333892153346,31.2,0.0,10.097250519575868,579.0,526.3912431517662,540.3953500668614,577.9491356805496,579.0,0.9333253023607277,28483.883663216115,28180.2196211409,-52.60875684823384,-38.6046499331386,-1.0508643194503975
CA_SOLAR_STAR,2026-09-13 22:00:00+00:00,solar,CISO,31,765.0934201202567,30.9,0.0,10.231880526503543,536.9486237027272,485.30008856199436,499.17341518173305,540.1963571292093,579.0,0.862130250745653,25601.261675683527,25684.85159880804,-51.64853514073286,-37.77520852099417,3.247733426482114
CA_SOLAR_STAR,2026-09-13 23:00:00+00:00,solar,CISO,32,619.1036313438879,30.3,0.0,9.693360498792831,443.7594818437404,410.90409825830665,424.139413503934,448.559589418437,579.0,0.7325378471570535,23202.71898145921,23384.158488552854,-32.85538358543374,-19.62006833980638,4.800107574696597
CA_SOLAR_STAR,2026-09-14 00:00:00+00:00,solar,CISO,33,433.6427233227515,28.9,0.0,9.424100484937476,317.362692671426,263.38440615445035,279.12236841024355,305.6179611509989,579.0,0.48207662937865897,25324.714494797707,26517.250400357632,-53.97828651697563,-38.24032426118242,-11.74473152042708
CA_SOLAR_STAR,2026-09-14 01:00:00+00:00,solar,CISO,34,220.7671327542944,26.8,0.0,9.15484047108212,159.49410054411018,113.71490240260596,129.4105804573923,157.17407559516502,579.0,0.22350704742209382,24199.79198311362,24618.70756319295,-45.779198141504224,-30.08352008671787,-2.3200249489451608
CA_SOLAR_STAR,2026-09-14 02:00:00+00:00,solar,CISO,35,0.0,24.0,0.0,8.212430422588373,0.0,0.0,0.0,0.0,579.0,0.0,23617.52612852836,22660.662902630225,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 03:00:00+00:00,solar,CISO,36,0.0,22.4,0.0,7.808540401805337,0.0,0.0,0.0,0.0,579.0,0.0,22030.11286008573,22178.030096542912,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 04:00:00+00:00,solar,CISO,37,0.0,21.5,0.0,8.077800415660693,0.0,0.0,0.0,0.0,579.0,0.0,21227.26186223807,22353.64895711665,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 05:00:00+00:00,solar,CISO,38,0.0,20.8,0.0,7.808540401805337,0.0,0.0,0.0,0.0,579.0,0.0,23827.435222803968,22764.220941605792,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 06:00:00+00:00,solar,CISO,39,0.0,20.1,0.0,7.67391039487766,0.0,0.0,0.0,0.0,579.0,0.0,25811.72516534092,25341.406667802727,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 07:00:00+00:00,solar,CISO,40,0.0,19.6,0.0,7.67391039487766,0.0,0.0,0.0,0.0,579.0,0.0,30918.70344946085,28794.181063468342,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 08:00:00+00:00,solar,CISO,41,0.0,19.0,0.0,7.67391039487766,0.0,0.0,0.0,0.0,579.0,0.0,30292.988146647665,30226.85402897433,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 09:00:00+00:00,solar,CISO,42,0.0,18.2,0.0,7.808540401805337,0.0,0.0,0.0,0.0,579.0,0.0,30450.81891346927,30950.623832664005,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 10:00:00+00:00,solar,CISO,43,0.0,17.4,0.0,7.943170408733017,0.0,0.0,0.0,0.0,579.0,0.0,27893.572203437096,29382.301877726048,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 11:00:00+00:00,solar,CISO,44,0.0,16.5,0.0,7.404650381022303,0.0,0.0,0.0,0.0,579.0,0.0,31037.034076871,29662.635357356143,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 12:00:00+00:00,solar,CISO,45,0.0,15.7,0.0,7.135390367166946,0.0,0.0,0.0,0.0,579.0,0.0,32174.77030888769,29519.955055642444,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 13:00:00+00:00,solar,CISO,46,0.0,15.2,0.0,7.000760360239268,0.0,0.0,0.0,0.0,579.0,0.0,28706.70904277624,29555.93142766701,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-14 14:00:00+00:00,solar,CISO,47,75.9588178777657,15.0,0.0,6.731500346383912,46.60329334021388,20.052834851176335,23.232461709857848,52.38362873226545,579.0,0.040125149757958285,30873.78721991687,31589.222050272896,-26.550458489037545,-23.370831630356033,5.780335392051569
CA_SOLAR_STAR,2026-09-14 15:00:00+00:00,solar,CISO,48,298.2966295248449,17.9,0.0,5.923720304817843,228.3919780980657,191.42536679948518,212.55764597184606,229.4935435932594,579.0,0.3671116510740001,34610.32843372213,33902.89011715576,-36.96661129858052,-15.834332126219635,1.1015654951937108
CA_SOLAR_STAR,2026-09-14 16:00:00+00:00,solar,CISO,49,502.6293483203852,21.9,0.0,4.981310256324095,378.39672046917167,348.7340498988651,354.6164408782734,380.62946952339894,579.0,0.612463628459885,34319.524957788184,35346.77615611139,-29.662670570306545,-23.78027959089826,2.23274905422727
CA_SOLAR_STAR,2026-09-14 17:00:00+00:00,solar,CISO,50,675.0128923424163,24.7,0.0,3.6350101870473126,493.6122425504784,475.6886561641368,482.3099205268075,504.8286042171037,579.0,0.8330050440877504,37436.76159323566,37794.659742973614,-17.92358638634164,-11.30232202367091,11.21636166662529
CA_SOLAR_STAR,2026-09-14 18:00:00+00:00,solar,CISO,51,803.681137339985,27.0,0.0,2.827230145481243,572.031623970322,522.2341989630801,539.5808461102243,579.0,579.0,0.9319185597758625,36610.91369117491,37064.74628616537,-49.79742500724194,-32.45077786009767,6.968376029677984
CA_SOLAR_STAR,2026-09-14 19:00:00+00:00,solar,CISO,52,879.8482407062047,29.3,0.0,3.2311201662642777,579.0,525.5804023357503,542.1239542877909,579.0,579.0,0.9363108018787407,36369.00870598588,36126.29200743514,-53.41959766424975,-36.876045712209134,0.0
CA_SOLAR_STAR,2026-09-14 20:00:00+00:00,solar,CISO,53,898.3077844385188,31.3,0.0,4.442790228613381,579.0,520.769252736517,539.4346996166438,579.0,579.0,0.9316661478698511,35945.08826353656,34618.55223217022,-58.230747263482954,-39.5653003833562,0.0
CA_SOLAR_STAR,2026-09-14 21:00:00+00:00,solar,CISO,54,857.787878833873,32.3,0.0,6.058350311745521,579.0,518.8350656749501,540.1224967786632,578.5051376758307,579.0,0.9328540531583129,33342.632485649214,33316.899657123155,-60.1649343250499,-38.87750322133684,-0.4948623241692758
CA_SOLAR_STAR,2026-09-14 22:00:00+00:00,solar,CISO,55,761.0380069240974,32.1,0.0,7.808540401805337,533.1899001944894,476.9362438240837,495.26874520339913,537.4257020721401,579.0,0.8553864338573387,30869.64700834537,29907.75807891509,-56.25365637040568,-37.92115499109025,4.235801877650715
CA_SOLAR_STAR,2026-09-14 23:00:00+00:00,solar,CISO,56,614.6416799129564,31.5,0.0,8.34706042951605,440.230784458291,403.014776002638,420.6107161184846,446.59470697279306,579.0,0.7264433784429786,28373.624170125677,28796.825524853917,-37.216008455653025,-19.62006833980638,6.363922514502065
CA_SOLAR_STAR,2026-09-15 00:00:00+00:00,solar,CISO,57,428.8038753093496,30.2,0.0,9.020210464154442,314.04539507472094,253.83972807568705,274.3072523753735,301.600443491117,579.0,0.4737603667968454,27558.429337991696,27245.8392209503,-60.205666999033895,-39.73814269934746,-12.444951583603938
CA_SOLAR_STAR,2026-09-15 01:00:00+00:00,solar,CISO,58,215.6091719020673,28.3,0.0,8.885580457226762,156.5466199013576,105.71243618072276,125.96163561919614,153.14392142956953,579.0,0.217550320585831,22215.2786169958,24012.30931545199,-50.834183720634826,-30.584984282161443,-3.4026984717880566
CA_SOLAR_STAR,2026-09-15 02:00:00+00:00,solar,CISO,59,0.0,26.0,0.0,8.481690436443728,0.0,0.0,0.0,0.0,579.0,0.0,22334.130019671724,23528.140377613592,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 03:00:00+00:00,solar,CISO,60,0.0,24.2,0.0,7.000760360239268,0.0,0.0,0.0,0.0,579.0,0.0,22887.32612187964,22267.03403515684,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 04:00:00+00:00,solar,CISO,61,0.0,22.7,0.0,5.923720304817843,0.0,0.0,0.0,0.0,579.0,0.0,22131.434158674,22598.20526260353,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 05:00:00+00:00,solar,CISO,62,0.0,21.4,0.0,4.981310256324095,0.0,0.0,0.0,0.0,579.0,0.0,23512.301191232527,23044.56513823159,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 06:00:00+00:00,solar,CISO,63,0.0,20.2,0.0,4.442790228613381,0.0,0.0,0.0,0.0,579.0,0.0,26634.708068653155,26138.54493013068,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 07:00:00+00:00,solar,CISO,64,0.0,19.58333333333333,1.0333333333333334,4.465228563101328,0.0,0.0,0.0,0.0,579.0,0.0,30642.89053554465,29287.473299132995,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 08:00:00+00:00,solar,CISO,65,0.0,18.966666666666665,2.066666666666667,4.487666897589274,0.0,0.0,0.0,0.0,579.0,0.0,30995.520948818456,30139.115947186045,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 09:00:00+00:00,solar,CISO,66,0.0,18.35,3.1000000000000005,4.510105232077221,0.0,0.0,0.0,0.0,579.0,0.0,32443.807909982,31328.67326952635,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 10:00:00+00:00,solar,CISO,67,0.0,17.733333333333334,4.133333333333334,4.532543566565168,0.0,0.0,0.0,0.0,579.0,0.0,30727.046031137183,30847.613824061384,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 11:00:00+00:00,solar,CISO,68,0.0,17.116666666666667,5.166666666666667,4.554981901053114,0.0,0.0,0.0,0.0,579.0,0.0,30401.985894217185,31163.624285239708,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 12:00:00+00:00,solar,CISO,69,0.0,16.5,6.2,4.57742023554106,0.0,0.0,0.0,0.0,579.0,0.0,29697.70083390112,30478.078539842303,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 13:00:00+00:00,solar,CISO,70,0.0,16.5,6.2,4.57742023554106,0.0,0.0,0.0,0.0,579.0,0.0,31543.57968086702,32091.756231537907,0.0,0.0,0.0
CA_SOLAR_STAR,2026-09-15 14:00:00+00:00,solar,CISO,71,73.31548182116724,16.5,6.2,4.57742023554106,46.30006497451667,18.677766311842163,22.431692544789094,51.07273910155184,579.0,0.038742128747476845,31421.805840700246,32715.50853134632,-27.62229866267451,-23.86837242972758,4.772674127035167
CA_SOLAR_TOPAZ,2026-09-12 15:00:00+00:00,solar,CISO,0,277.3909352780698,20.0,0.0,2.0194501039151733,191.91999803745196,166.6206454860528,178.51214886841268,193.0074584210227,550.0,0.32456754339711397,31575.42362767876,31773.399737256244,-25.299352551399153,-13.407849169039281,1.0874603835707433
CA_SOLAR_TOPAZ,2026-09-12 16:00:00+00:00,solar,CISO,1,482.9123984175266,23.4,0.8,2.28871011777053,333.57979196311175,305.0932184663989,314.75663462265527,324.61773269093425,550.0,0.5722847902230096,35640.57719377888,34869.32011934459,-28.486573496712822,-18.823157340456476,-8.962059272177498
CA_SOLAR_TOPAZ,2026-09-12 17:00:00+00:00,solar,CISO,2,658.417895730378,26.0,0.0,2.5579701316258863,443.65844403793534,421.98985094298416,431.74399524326054,452.3409908206721,550.0,0.7849890822604737,37230.55716831908,35658.33036789552,-21.668593094951177,-11.914448794674797,8.682546782736779
CA_SOLAR_TOPAZ,2026-09-12 18:00:00+00:00,solar,CISO,3,791.928117155971,28.5,0.0,3.76964019397499,519.3579532737483,479.08377824529487,488.53949103760056,528.1692062822497,550.0,0.8882536200683646,36294.40665697791,34153.29740629967,-40.27417502845344,-30.818462236147752,8.811253008501353
CA_SOLAR_TOPAZ,2026-09-12 19:00:00+00:00,solar,CISO,4,874.3267684540918,30.4,0.0,4.442790228613381,550.0,496.08953467489135,508.72601934558577,550.0,550.0,0.9249563988101559,31453.71770370674,33287.00527682851,-53.910465325108646,-41.27398065441423,0.0
CA_SOLAR_TOPAZ,2026-09-12 20:00:00+00:00,solar,CISO,5,899.9821306109009,31.7,0.0,5.3852002771071295,550.0,492.40987152271487,504.0120672785347,549.5486403665101,550.0,0.9163855768700631,32469.419322696893,31495.89343278802,-57.590128477285134,-45.98793272146531,-0.4513596334899148
CA_SOLAR_TOPAZ,2026-09-12 21:00:00+00:00,solar,CISO,6,867.1312118900822,32.2,0.0,6.462240332528555,550.0,492.40987152271487,504.5096080779062,548.5239507955495,550.0,0.917290196505284,30821.73792589044,30328.07577210102,-57.590128477285134,-45.490391922093806,-1.4760492044505327
CA_SOLAR_TOPAZ,2026-09-12 22:00:00+00:00,solar,CISO,7,778.0001039960545,31.8,0.0,7.53928038794998,504.0580999088695,465.19330790654436,472.06387987142494,507.91887182180744,550.0,0.8582979634025908,27790.001944116044,27881.59653825329,-38.864792002325146,-31.994220037444563,3.8607719129379348
CA_SOLAR_TOPAZ,2026-09-12 23:00:00+00:00,solar,CISO,8,638.6523526958586,31.0,0.0,8.34706042951605,422.5492821965677,393.4319018953027,401.1415643336669,426.460924366247,550.0,0.7293482987884853,25138.99367204032,26057.069508424,-29.117380301264973,-21.407717862900768,3.9116421696793395
CA_SOLAR_TOPAZ,2026-09-13 00:00:00+00:00,solar,CISO,9,458.8260413323946,29.4,0.0,9.020210464154442,310.08189475675164,255.1833216019914,268.4791312421187,295.9527533374742,550.0,0.48814387498567036,23042.208687053306,22071.04726139733,-54.89857315476024,-41.602763514632954,-14.12914141927746
CA_SOLAR_TOPAZ,2026-09-13 01:00:00+00:00,solar,CISO,10,250.1716772900713,27.5,0.0,8.616320443371407,167.57529271521443,120.09815772609787,135.1114125936125,165.45097971621448,550.0,0.24565711380656818,20906.44373666695,21872.344624303856,-47.477134989116564,-32.46388012160193,-2.1243129989999545
CA_SOLAR_TOPAZ,2026-09-13 02:00:00+00:00,solar,CISO,11,0.0,24.8,0.0,7.808540401805337,0.0,0.0,0.0,0.0,550.0,0.0,20346.582219782224,19950.69868427704,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 03:00:00+00:00,solar,CISO,12,0.0,22.8,0.0,7.135390367166946,0.0,0.0,0.0,0.0,550.0,0.0,20382.30439338924,19494.05057384371,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 04:00:00+00:00,solar,CISO,13,0.0,21.2,0.0,6.731500346383912,0.0,0.0,0.0,0.0,550.0,0.0,17957.49856452494,19022.540656962832,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 05:00:00+00:00,solar,CISO,14,0.0,19.9,0.0,5.1159402632517725,0.0,0.0,0.0,0.0,550.0,0.0,19500.74804045725,19709.433979620426,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 06:00:00+00:00,solar,CISO,15,0.0,18.9,0.0,4.57742023554106,0.0,0.0,0.0,0.0,550.0,0.0,21527.87369206024,22561.70963088378,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 07:00:00+00:00,solar,CISO,16,0.0,17.9,0.0,4.038900207830347,0.0,0.0,0.0,0.0,550.0,0.0,25376.65691612543,25161.72810728019,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 08:00:00+00:00,solar,CISO,17,0.0,16.5,0.0,4.57742023554106,0.0,0.0,0.0,0.0,550.0,0.0,27316.317062057296,25941.344612259934,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 09:00:00+00:00,solar,CISO,18,0.0,15.0,0.0,2.4233401246982083,0.0,0.0,0.0,0.0,550.0,0.0,28032.064977867358,26178.02076648388,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 10:00:00+00:00,solar,CISO,19,0.0,14.4,0.0,1.750190090059817,0.0,0.0,0.0,0.0,550.0,0.0,24909.018925029784,26562.08379398033,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 11:00:00+00:00,solar,CISO,20,0.0,14.0,0.0,2.154080110842852,0.0,0.0,0.0,0.0,550.0,0.0,25125.39256891821,25641.37956799596,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 12:00:00+00:00,solar,CISO,21,0.0,14.1,0.0,2.154080110842852,0.0,0.0,0.0,0.0,550.0,0.0,25927.605224288654,25304.50510996379,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 13:00:00+00:00,solar,CISO,22,0.0,13.8,0.0,2.4233401246982083,0.0,0.0,0.0,0.0,550.0,0.0,28082.29849478698,26611.2790707332,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 14:00:00+00:00,solar,CISO,23,0.0,13.4,0.0,2.5579701316258863,0.0,0.0,0.0,0.0,550.0,0.0,27190.557005718376,26795.52735872923,0.0,0.0,0.0
CA_SOLAR_TOPAZ,2026-09-13 15:00:00+00:00,solar,CISO,24,274.8521235036873,16.2,0.0,4.173530214758025,194.77463560537757,167.40964657015326,180.07373771792678,196.77055824167627,550.0,0.327406795850776,27076.787449274616,27802.86824814837,-27.364989035224312,-14.700897887450793,1.995922636298701
CA_SOLAR_TOPAZ,2026-09-13 16:00:00+00:00,solar,CISO,25,480.4386523012096,19.1,0.0,5.1159402632517725,339.4795104539832,311.0420284039508,322.5224294585394,333.7104221415819,550.0,0.5864044171973444,30613.255950389463,30298.167046408333,-28.43748205003243,-16.95708099544379,-5.769088312401323
CA_SOLAR_TOPAZ,2026-09-13 17:00:00+00:00,solar,CISO,26,655.9010178156918,20.9,0.0,6.192980318673198,453.2745206987404,431.0672161770492,445.0458549223478,464.0296218287111,550.0,0.809174281676996,31310.88349799863,31329.10676326333,-22.207304521691185,-8.228665776392575,10.755101129970683
CA_SOLAR_TOPAZ,2026-09-13 18:00:00+00:00,solar,CISO,27,789.2629885943585,22.0,0.0,6.327610325600878,534.0952767624528,485.82741021585963,500.7436603192928,543.6613345180779,550.0,0.9104430187623506,30373.67872945056,30591.82676036714,-48.26786654659321,-33.351616443160026,9.566057755625025
CA_SOLAR_TOPAZ,2026-09-13 19:00:00+00:00,solar,CISO,28,871.4184551711157,23.7,0.0,6.058350311745521,550.0,501.79753838523686,513.7012652060937,550.0,550.0,0.9340023003747158,28946.85563963726,29710.611121242968,-48.20246161476314,-36.298734793906306,0.0
CA_SOLAR_TOPAZ,2026-09-13 20:00:00+00:00,solar,CISO,29,896.7524173737597,25.2,0.0,5.654460290962486,550.0,498.2248189501363,510.77796212557803,550.0,550.0,0.9286872038646873,29735.912211600305,29338.2587690263,-51.775181049863704,-39.22203787442197,0.0
CA_SOLAR_TOPAZ,2026-09-13 21:00:00+00:00,solar,CISO,30,863.5239569525246,26.2,0.0,5.3852002771071295,550.0,498.2248189501363,510.0450591961662,548.4479925653196,550.0,0.9273546530839386,28483.883663216115,28180.2196211409,-51.775181049863704,-39.95494080383378,-1.5520074346803767
CA_SOLAR_TOPAZ,2026-09-13 22:00:00+00:00,solar,CISO,31,773.9850746107182,26.7,0.0,4.712050242468738,514.6046908072299,476.0075398440666,483.2066655533896,520.759517651322,550.0,0.8785575737334357,25601.261675683527,25684.85159880804,-38.597150963163244,-31.398025253840274,6.154826844092099
